"id","name","desc","include","level_1_ID","createdBy","updatedBy","created_at","updated_at"
2827,Business critical systems," Prioritize systems that handle sensitive or core functions.

Example: Payment or customer data servers get first priority in patch cycles.

Evidences to attach:
1) A classification list marking “Critical” assets.
2) A dashboard screenshot showing patch compliance on critical systems.",1,1034,1,1,"2025-03-20 09:30:59.948","2025-03-20 09:30:59.948"
2828,Sensitivity of data," Factor in regulatory concerns (e.g., PCI, HIPAA) to expedite fixes.

Example: A database with payment information is patched within 48 hours.

Evidences to attach:
1) Compliance mapping documentation.
2) A screenshot showing data classification or encryption status.",1,1034,1,1,"2025-03-20 09:30:59.969","2025-03-20 09:30:59.969"
2829,Weighted approach," Use a formula or matrix to rank vulnerabilities.

Example: Risk = CVSS Score × Exploit Availability × Business Criticality.

Evidences to attach:
1) An Excel sheet with weighted scoring calculations.
2) A diagram of the internal risk matrix.",1,1035,1,1,"2025-03-20 09:30:59.996","2025-03-20 09:30:59.996"
2830,Guides remediation deadlines," Ensure high-risk issues are fixed first based on the risk rating.

Example: Critical vulnerabilities are flagged with a 7-day SLA.

Evidences to attach:
1) The SLA policy document.
2) A screenshot from the ticketing system filtering “Critical” items.",1,1035,1,1,"2025-03-20 09:31:00.302","2025-03-20 09:31:00.302"
2831,Security patches," Apply vendor-released patches promptly.

Example: Monthly Windows updates or critical kernel patches for Linux servers.

Evidences to attach:
1) The latest patch notes or changelog.
2) A screenshot from the patch management console showing update status.",1,1036,1,1,"2025-03-20 09:31:00.367","2025-03-20 09:31:00.367"
2832,Change management protocols," Follow a coordinated process with testing and approvals before deployment.

Example: Patches are scheduled in a staging environment first.

Evidences to attach:
1) An approved change request ticket.
2) Test environment logs verifying patch stability.",1,1036,1,1,"2025-03-20 09:31:00.419","2025-03-20 09:31:00.419"
2833,Critical: 7 days," Patch critical vulnerabilities within 7 days (or sooner if needed).

Example: A vulnerability with a CVSS 9.8 rating is patched urgently.

Evidences to attach:
1) An escalation email chain for a critical patch.
2) A screenshot confirming patch verification.",1,1037,1,1,"2025-03-20 09:31:00.452","2025-03-20 09:31:00.452"
2834,High: 14 to 30 days," Remediate high-severity issues promptly but within a slightly longer timeframe than critical ones.

Example: An SQL injection vulnerability is scheduled for patching within two weeks.

Evidences to attach:
1) A copy of the internal patch tracker.
2) Emails discussing patch scheduling for high-severity issues.",1,1037,1,1,"2025-03-20 09:31:00.484","2025-03-20 09:31:00.484"
2835,Medium: 60 to 90 days," Address medium vulnerabilities during regular maintenance cycles.

Example: A moderate user privilege escalation risk is included in the monthly patching plan.

Evidences to attach:
1) The patch deployment plan including medium items.
2) A ticket referencing the backlog for medium vulnerabilities.",1,1037,1,1,"2025-03-20 09:31:00.510","2025-03-20 09:31:00.510"
2836,Low: up to 180 days," Minor issues can be fixed as part of standard updates.

Example: A cosmetic security banner issue is scheduled for the next quarter.

Evidences to attach:
1) A screenshot or export from the ticket system showing low-priority items.
2) An excerpt from the maintenance schedule that includes low-priority updates.",1,1037,1,1,"2025-03-20 09:31:00.533","2025-03-20 09:31:00.533"
2837,Interim solutions," Apply temporary measures such as firewall rules or service disables.

Example: Block SMBv1 if a critical patch isn’t yet available.

Evidences to attach:
1) The current firewall rule configuration used as an interim solution.
2) A screenshot or log of the command/script used to disable a service.",1,1038,1,1,"2025-03-20 09:31:00.589","2025-03-20 09:31:00.589"
2838,Documentation of controls," Record all interim steps and the final remediation plan.

Example: Log a firewall block in the change management system with a target patch date.

Evidences to attach:
1) The change management ticket documenting the control.
2) A screenshot from the firewall console showing the applied rule.",1,1038,1,1,"2025-03-20 09:31:00.615","2025-03-20 09:31:00.615"
2839,Re-scan or retest," Run follow-up scans or tests to verify remediation.

Example: Perform a follow-up scan using Qualys to ensure the vulnerability is gone.

Evidences to attach:
1) The final scan report showing no vulnerabilities.
2) Screenshots from testing logs confirming closure.",1,1039,1,1,"2025-03-20 09:31:00.642","2025-03-20 09:31:00.642"
2840,Close vulnerability records," Mark tickets as resolved only after successful retesting.

Example: The security team closes the Jira ticket once the post-patch scan passes.

Evidences to attach:
1) A screenshot showing the ticket marked “closed.”
2) An email confirmation from the vulnerability management lead.",1,1039,1,1,"2025-03-20 09:31:00.668","2025-03-20 09:31:00.668"
2841,Coordination of patch schedules," Bundle vulnerability fixes into regular patch routines.

Example: Align CVE patches with Patch Tuesday.

Evidences to attach:
1) A screenshot or copy of the patch schedule calendar.
2) Combined patch release notes covering multiple vulnerabilities.",1,1040,1,1,"2025-03-20 09:31:00.702","2025-03-20 09:31:00.702"
2842,Documentation of patch deployment," Link vulnerabilities to the deployed patches in a central log.

Example: Cross-reference each CVE ID with the corresponding patch in the ticketing system.

Evidences to attach:
1) The master patch log or spreadsheet.
2) Ticket comments referencing each vulnerability.",1,1040,1,1,"2025-03-20 09:31:00.723","2025-03-20 09:31:00.723"
2843,Incident response activation," Invoke emergency patch processes and, if needed, isolate affected systems.

Example: Pull critical servers offline to apply a zero-day fix.

Evidences to attach:
1) Logs from the incident response procedure.
2) A screenshot confirming system isolation or quarantine.",1,1041,1,1,"2025-03-20 09:31:00.750","2025-03-20 09:31:00.750"
2844,Retroactive documentation," Formalize the incident resolution steps once the crisis is contained.

Example: Patch applied over a weekend followed by a documented after-action report.

Evidences to attach:
1) A signed emergency change approval document (post-incident).
2) A lessons learned or post-incident report.",1,1041,1,1,"2025-03-20 09:31:00.775","2025-03-20 09:31:00.775"
2845,Regular scans," Schedule routine scans (e.g., weekly/monthly) plus ad-hoc scans after major changes.

Example: Daily incremental scans on customer-facing portals.

Evidences to attach:
1) A screenshot or document showing the automated scan schedule.
2) The latest scan summary report.",1,1042,1,1,"2025-03-20 09:31:00.808","2025-03-20 09:31:00.808"
2846,Dynamic adjustment," Adjust scan frequency based on threat levels or asset value.

Example: Increase scan frequency during a major global exploit campaign.

Evidences to attach:
1) A sample threat intelligence alert.
2) A screenshot showing updated scan interval settings.",1,1042,1,1,"2025-03-20 09:31:00.828","2025-03-20 09:31:00.828"
2847,Detailed logs," Export and store logs that detail vulnerability scans and patch actions.

Example: Use SIEM to centralize scan results and patch deployments.

Evidences to attach:
1) An exported log file from the SIEM.
2) A screenshot showing patch-to-vulnerability correlation on the SIEM dashboard.",1,1043,1,1,"2025-03-20 09:31:00.852","2025-03-20 09:31:00.852"
2848,Retention for forensics," Store logs for a defined period (e.g., 12 months) to support investigations.

Example: Archive daily scan logs for forensic analysis.

Evidences to attach:
1) A copy of the data retention policy.
2) Sample archived logs from the scanning platform.",1,1043,1,1,"2025-03-20 09:31:00.885","2025-03-20 09:31:00.885"
2849,Key performance indicators," Monitor metrics like average time-to-patch and unresolved vulnerabilities.

Example: Use a KPI dashboard to track overdue vulnerabilities.

Evidences to attach:
1) A KPI dashboard or spreadsheet.
2) A list of overdue vulnerabilities from the ticketing system.",1,1044,1,1,"2025-03-20 09:31:00.914","2025-03-20 09:31:00.914"
2850,Regular management reports," Produce periodic reports for senior management.

Example: A monthly summary report of open vulnerabilities and remediation progress.

Evidences to attach:
1) A PDF version of the monthly report.
2) An email thread showing distribution of the report.",1,1044,1,1,"2025-03-20 09:31:00.941","2025-03-20 09:31:00.941"
2851,Internal audits," Perform biannual internal audits verifying patch timelines and scanning accuracy.

Example: Internal teams review and verify that no critical vulnerabilities exceed SLA deadlines.

Evidences to attach:
1) The internal audit plan.
2) A completed audit questionnaire or findings summary.",1,1045,1,1,"2025-03-20 09:31:00.969","2025-03-20 09:31:00.969"
2852,External audits," Undergo formal external reviews by third-party assessors (e.g., ISO audits).

Example: An ISO certifier examines the organization’s vulnerability management records.

Evidences to attach:
1) The ISO certification schedule or scope document.
2) The auditor’s final letter of compliance or recommendation.",1,1045,1,1,"2025-03-20 09:31:00.991","2025-03-20 09:31:00.991"
2853,Follow-up on findings," Address corrective actions from audit findings promptly.

Example: Expand scanning scope after an audit identifies gaps.

Evidences to attach:
1) An action plan spreadsheet.
2) A screenshot showing expanded scanning coverage.",1,1045,1,1,"2025-03-20 09:31:01.013","2025-03-20 09:31:01.013"
2854,Annual reviews," Review and update vulnerability management procedures each year.

Example: Revise scanning frequency after an incident shows missed vulnerabilities.

Evidences to attach:
1) The revised policy draft.
2) Meeting minutes documenting the annual review.",1,1046,1,1,"2025-03-20 09:31:01.048","2025-03-20 09:31:01.048"
2855,"Update tools, training"," Introduce new scanning tools or provide enhanced training as needed.

Example: Purchase a next-gen vulnerability scanner or conduct secure coding workshops.

Evidences to attach:
1) A purchase order or invoice for the new scanner.
2) A sign-in sheet or attendance record from the training session.",1,1046,1,1,"2025-03-20 09:31:01.085","2025-03-20 09:31:01.085"
2856,Process documentation," Store detailed process documentation in a central repository.

Example: A wiki page outlining scan scheduling, report generation, and notification steps.

Evidences to attach:
1) A screenshot from Confluence/SharePoint showing the documentation.
2) The document revision history.",1,1047,1,1,"2025-03-20 09:31:01.116","2025-03-20 09:31:01.116"
2857,Common vulnerabilities library," Maintain a library of common vulnerabilities and recommended fixes.

Example: An internal wiki listing frequent misconfigurations and sample fix scripts.

Evidences to attach:
1) A screenshot of the internal wiki page.
2) Sample fix scripts or configuration guidelines.",1,1047,1,1,"2025-03-20 09:31:01.137","2025-03-20 09:31:01.137"
2858,Compliance with ISO/IEC 27001 and other standards," Maintain evidence of controls for external audits.

Example: Document vulnerability management activities to satisfy SOC 2 requirements.

Evidences to attach:
1) A snippet from the SOC 2 final report.
2) A control mapping spreadsheet referencing ISO 27001 sections.",1,1048,1,1,"2025-03-20 09:31:01.180","2025-03-20 09:31:01.180"
2859,Regulatory requirements," Meet regulatory obligations (e.g., PCI, HIPAA).

Example: Quarterly external scans by an Approved Scanning Vendor (ASV) for PCI compliance.

Evidences to attach:
1) The ASV scan report.
2) A completed compliance checklist for PCI/HIPAA.",1,1048,1,1,"2025-03-20 09:31:01.203","2025-03-20 09:31:01.203"
2860,Internal audits," Conduct biannual internal reviews verifying patch timelines and scan accuracy.

Example: Verify that no critical vulnerabilities remain past SLA deadlines.

Evidences to attach:
1) The internal audit plan.
2) A completed audit questionnaire or summary of findings.",1,1049,1,1,"2025-03-20 09:31:01.238","2025-03-20 09:31:01.238"
2861,External audits," Undergo formal external reviews (e.g., ISO audits).

Example: An external auditor reviews the vulnerability management records.

Evidences to attach:
1) The ISO certification schedule or scope document.
2) The auditor’s final letter of compliance or recommendations.",1,1049,1,1,"2025-03-20 09:31:01.273","2025-03-20 09:31:01.273"
2862,Regular vulnerability management reports," Provide periodic reports to senior management.

Example: A monthly summary report detailing open vulnerabilities and remediation progress.

Evidences to attach:
1) A PDF of the monthly report.
2) An email thread confirming report distribution.",1,1050,1,1,"2025-03-20 09:31:01.315","2025-03-20 09:31:01.315"
2863,Immediate escalation of critical issues," Urgently flag critical issues to top management.

Example: Notify the CISO immediately when a zero-day is discovered.

Evidences to attach:
1) A screenshot of an urgent ticket.
2) An executive email acknowledgment of the escalation.",1,1050,1,1,"2025-03-20 09:31:01.353","2025-03-20 09:31:01.353"
2864,Centralized repository," Store all vulnerability management documents in a single secure location.

Example: A SharePoint site with restricted access for all vulnerability artifacts.

Evidences to attach:
1) A screenshot of the repository folder structure.
2) A listing of stored vulnerabilities and patch logs.",1,1051,1,1,"2025-03-20 09:31:01.392","2025-03-20 09:31:01.392"
2865,Secure and accessible documentation," Restrict document access appropriately while allowing authorized retrieval.

Example: Use role-based access in the documentation portal.

Evidences to attach:
1) The access control matrix.
2) A screenshot of permission settings in the repository.",1,1051,1,1,"2025-03-20 09:31:01.421","2025-03-20 09:31:01.421"
2866,Preservation of logs," Retain system and security logs for a set period (e.g., 1 year).

Example: Archive daily logs in a centralized SIEM.

Evidences to attach:
1) The log retention policy.
2) A SIEM screenshot showing archived logs.",1,1052,1,1,"2025-03-20 09:31:01.451","2025-03-20 09:31:01.451"
2867,Regular review cycles," Perform quarterly or annual compliance checks.

Example: Confirm no vulnerabilities are past SLA that might break compliance.

Evidences to attach:
1) The quarterly compliance checklist.
2) An internal sign-off document acknowledging compliance status.",1,1053,1,1,"2025-03-20 09:31:01.481","2025-03-20 09:31:01.481"
2868,Immediate corrective actions," Remediate compliance gaps without delay.

Example: Patch missed vulnerabilities found during a compliance scan immediately.

Evidences to attach:
1) The latest compliance scan results.
2) Updated patch logs showing resolution.",1,1053,1,1,"2025-03-20 09:31:01.516","2025-03-20 09:31:01.516"
2869,Initial and periodic training," Provide regular training on vulnerability awareness.

Example: Conduct monthly email bulletins on phishing risks and patch best practices.

Evidences to attach:
1) The training attendance sheet.
2) Email logs showing distribution of security bulletins.",1,1054,1,1,"2025-03-20 09:31:01.564","2025-03-20 09:31:01.564"
2870,Specialized training," Offer targeted training sessions for IT, developers, and security experts.

Example: Host secure coding workshops or advanced intrusion detection labs.

Evidences to attach:
1) The specialized training syllabus.
2) Certificates of completion from the session.",1,1054,1,1,"2025-03-20 09:31:01.593","2025-03-20 09:31:01.593"
2871,Distribution of policy," Share the policy document with all relevant staff.

Example: Post the policy on the intranet and require acknowledgment.

Evidences to attach:
1) A screenshot of the intranet policy link.
2) Records of employee acknowledgment (digital sign-offs).",1,1055,1,1,"2025-03-20 09:31:01.641","2025-03-20 09:31:01.641"
2872,Acknowledgement of understanding," Require staff to confirm they have read and understood the policy.

Example: Request an e-signature upon hiring or annually.

Evidences to attach:
1) A screenshot from the HR system showing employee sign-off.
2) A digital form of acceptance from staff.",1,1055,1,1,"2025-03-20 09:31:01.670","2025-03-20 09:31:01.670"
2873,Ongoing campaigns," Run regular newsletters, posters, or workshops on vulnerability awareness.

Example: Send monthly bulletins on newly discovered exploits.

Evidences to attach:
1) Archived copies of newsletters.
2) Workshop attendance records or poster designs.",1,1056,1,1,"2025-03-20 09:31:01.712","2025-03-20 09:31:01.712"
2874,Real-world examples," Use real breach cases to illustrate potential risks.

Example: Explain how an unpatched server led to a ransomware attack.

Evidences to attach:
1) A media article referencing the incident.
2) An internal analysis or lessons learned presentation.",1,1056,1,1,"2025-03-20 09:31:01.751","2025-03-20 09:31:01.751"
2875,Tabletop exercises," Conduct mock exercises to test response procedures.

Example: Simulate a zero-day exploit on a critical application.

Evidences to attach:
1) The exercise plan or script.
2) The after-action review report.",1,1057,1,1,"2025-03-20 09:31:01.784","2025-03-20 09:31:01.784"
2876,Procedure updates," Update incident response procedures based on drill findings.

Example: Revise escalation paths after a tabletop exercise.

Evidences to attach:
1) The revised incident response plan.
2) The updated contact list for quick escalation.",1,1057,1,1,"2025-03-20 09:31:01.813","2025-03-20 09:31:01.813"
2877,Integration in SDLC," Incorporate security testing (SAST/DAST) in the development pipeline.

Example: Run SAST scans at each code merge.

Evidences to attach:
1) CI/CD logs showing SAST checks.
2) Screenshots of security scan results from version control.",1,1058,1,1,"2025-03-20 09:31:01.865","2025-03-20 09:31:01.865"
2878,Training on OWASP Top 10," Educate developers on common web application flaws.

Example: Hold workshops covering injection, XSS, CSRF, etc.

Evidences to attach:
1) Workshop slides on OWASP Top 10.
2) Quiz results or certificates of completion.",1,1058,1,1,"2025-03-20 09:31:01.900","2025-03-20 09:31:01.900"
2879,Clear reporting channels," Provide easy-to-follow instructions (email, portal, phone) for reporting vulnerabilities.

Example: Publish a security reporting guide on the intranet.

Evidences to attach:
1) A screenshot of the reporting instructions.
2) Ticket submission logs for reported vulnerabilities.",1,1059,1,1,"2025-03-20 09:31:01.933","2025-03-20 09:31:01.933"
2880,Recognition of contributions," Reward employees who identify genuine vulnerabilities.

Example: Award Employee of the Month or a gift card for a security contribution.

Evidences to attach:
1) A copy of the reward announcement email.
2) A record or manager’s sign-off confirming the recognition.",1,1059,1,1,"2025-03-20 09:31:01.974","2025-03-20 09:31:01.974"
2881,Exception request documentation," Submit a form with justification, risk analysis, and interim controls for deviations.

Example: A legacy system that cannot be patched requires network segmentation.

Evidences to attach:
1) The completed exception form or ticket.
2) The approval note from the CISO.",1,1060,1,1,"2025-03-20 09:31:02.017","2025-03-20 09:31:02.017"
2882,Approval by senior management," Have exceptions reviewed and approved by senior management.

Example: The CISO or Risk Committee reviews and approves a delay in patching.

Evidences to attach:
1) A signed approval form.
2) Meeting minutes discussing the exception.",1,1060,1,1,"2025-03-20 09:31:02.051","2025-03-20 09:31:02.051"
2883,Review of exceptions," Periodically reevaluate exceptions to determine if they are still needed.

Example: Remove the exception once the legacy system is phased out.

Evidences to attach:
1) A notice indicating the exception’s expiration or renewal.
2) An updated patch plan showing no further exception needed.",1,1060,1,1,"2025-03-20 09:31:02.078","2025-03-20 09:31:02.078"
2884,Benchmarking against frameworks," Compare current policies against frameworks like NIST, CIS, and ISO.

Example: Update configurations based on new CIS Benchmarks.

Evidences to attach:
1) A CIS baseline comparison chart.
2) An internal memo recommending changes.",1,1061,1,1,"2025-03-20 09:31:02.104","2025-03-20 09:31:02.104"
2885,Incorporate lessons from incidents," Update processes based on threat intelligence or real-world breaches.

Example: Increase scan frequency after a major zero-day is discovered.

Evidences to attach:
1) A sample threat intelligence alert.
2) Email or meeting notes documenting the updated schedule.",1,1061,1,1,"2025-03-20 09:31:02.127","2025-03-20 09:31:02.127"
2886,Information Security Manager accountability," The Information Security Manager is accountable for daily policy adherence.

Example: Hold weekly standups on open vulnerabilities and monitor SLAs.

Evidences to attach:
1) A standup meeting log.
2) A screenshot of the SLA dashboard.",1,1062,1,1,"2025-03-20 09:31:02.156","2025-03-20 09:31:02.156"
2887,Senior management review," Senior management regularly reviews vulnerability status and risk.

Example: Present quarterly update slides to the CTO or Board.

Evidences to attach:
1) A copy of the presentation slides.
2) Board or executive review meeting minutes.",1,1062,1,1,"2025-03-20 09:31:02.179","2025-03-20 09:31:02.179"
2897,Documentation Standards,"
Assets must be documented with serial numbers, purchase dates, and location. Example: Each laptop is tagged with a barcode and entered into the IT asset management system with date of purchase and warranty details.

Evidence to Attach:
1. Asset Register Snapshot – Provide a screenshot or exported file from the asset management system showing serial numbers, purchase dates, and locations.
2. Ownership Acknowledgment Form – Attach a sample form or email that demonstrates how asset ownership or assignment is recorded (e.g., signed asset assignment forms).",1,1072,1,1,"2025-03-21 07:43:39.603","2025-03-21 07:43:39.603"
2898,Inclusion Criteria,"
Criteria for which assets are capitalized based on cost and expected life span. Example: Any hardware purchase over $500 is capitalized and depreciated over 5 years.

Evidence to Attach:
1. Purchase Record – Provide a copy or screenshot of a purchase order/invoice for a newly acquired asset.
2. Capitalization Entry – Include an excerpt from your accounting or ERP system showing how the asset was capitalized (cost, depreciation schedule, etc.).",1,1073,1,1,"2025-03-21 07:43:39.636","2025-03-21 07:43:39.636"
2899,Usage of Depreciable Life,"
Assets are depreciated over their usable life according to financial guidelines. Example: Office furniture is depreciated using the straight-line method over 10 years.

Evidence to Attach:
1. Depreciation Schedule – Attach a screenshot or snippet from the financial system showing a specific asset’s depreciation details (method, start date, end date).
2. Calculation Example – Provide a brief calculation or statement illustrating how depreciation is computed for a particular asset.",1,1074,1,1,"2025-03-21 07:43:39.670","2025-03-21 07:43:39.670"
2900,Revaluation Frequency,"
Frequency and circumstances under which asset revaluation occurs. Example: Real estate assets are reevaluated biennially or when market conditions change significantly.

Evidence to Attach:
1. Impairment Review Document – Provide a copy or screenshot of the latest impairment review or summary, showing how assets were assessed for impairment.
2. Revaluation Record – Attach documentation or an excerpt from your system illustrating how an asset’s value was revalued (e.g., property revaluation report).",1,1075,1,1,"2025-03-21 07:43:39.702","2025-03-21 07:43:39.702"
2901,Risk Mitigation Strategies,"
Strategies implemented to mitigate risks associated with asset management. Example: Critical machinery is serviced quarterly to prevent operational failures.

Evidence to Attach:
1. Maintenance Log – Provide a screenshot or excerpt from a maintenance schedule or log that shows planned/actual service dates.
2. Risk Assessment – Attach a brief risk assessment or mitigation plan that identifies potential asset risks (e.g., equipment failure) and the steps taken to address them.",1,1076,1,1,"2025-03-21 07:43:39.746","2025-03-21 07:43:39.746"
2902,Write-off Procedures,"
Formal procedures for writing off assets that are no longer usable or recoverable. Example: Obsolete computers are wiped of data and recycled according to environmental standards.

Evidence to Attach:
1. Disposal Record – Provide a copy or screenshot of the disposal or return record showing the process followed (e.g., data wiping certificate, recycling documentation).
2. Write-off Approval – Include a sample approval form or email chain confirming authorization for writing off the asset.",1,1077,1,1,"2025-03-21 07:43:39.789","2025-03-21 07:43:39.789"
2903,Reporting Timelines,"
Timelines for when asset reports must be completed and reviewed. Example: Asset disclosures are included in quarterly financial reports to stakeholders.

Evidence to Attach:
1. Sample Asset Report – Provide an excerpt or screenshot of a recent internal or external asset report (e.g., quarterly financial statement).
2. Reporting Calendar – Attach the schedule or timeline that shows when these reports are prepared, reviewed, and submitted.",1,1078,1,1,"2025-03-21 07:43:39.836","2025-03-21 07:43:39.836"
2904,Update Mechanisms,"
Mechanisms in place for updating the policy as required by changes in business or regulation. Example: Policy updates are triggered by significant changes in tax laws affecting asset depreciation rules.

Evidence to Attach:
1. Review Log – Attach a document or screenshot showing the last review date, participants, and outcome of the policy review.
2. Amendment Record – Provide an example (e.g., a marked-up policy document or email announcement) that illustrates how changes to the policy are documented and communicated.",1,1079,1,1,"2025-03-21 07:43:39.886","2025-03-21 07:43:39.886"
2905,Enforcement Actions,"
Actions taken against non-compliance to uphold policy standards. Example: Annual compliance audits are conducted, and findings are addressed with corrective actions.

Evidence to Attach:
1. Compliance Audit Report – Provide a sample audit or monitoring report that checks adherence to the asset management policy.
2. Corrective/Enforcement Action – Attach evidence of how non-compliance issues were addressed (e.g., an action plan, remediation steps, or disciplinary measures if applicable).",1,1080,1,1,"2025-03-21 07:43:39.934","2025-03-21 07:43:39.934"
2906,CISO and Facilities Manager,"Oversee and coordinate security measures. Example: The CISO reviews access control reports monthly.

Evidences to attach:
1. Responsibilities Acknowledgment: Provide a signed/e-mailed statement confirming you understand your role.
2. Access Control Review: Attach a sample monthly access control report or screenshot indicating review.",1,1081,1,1,"2025-03-21 08:15:34.700","2025-03-21 08:15:34.700"
2907,Perimeter Security and Access,"Includes fencing, secure gates, and biometric scanners. Example: 24/7 security patrols and controlled building entrances.

Evidences to attach:
1. Site Photo or Diagram: Provide a photo/diagram showing fences, gates, or scanners in use.
2. Patrol or Access Logs: Attach a sample log from security patrols or the access control system.",1,1082,1,1,"2025-03-21 08:15:34.742","2025-03-21 08:15:34.742"
2908,Pre-registration and Escorting,"Visitors must pre-register, show ID, and be escorted. Example: Temporary badges are issued upon arrival.

Evidences to attach:
1. Visitor Log: Provide a recent log entry (screenshot or PDF) showing ID checks and escort details.
2. Visitor Badge Procedure: Attach a brief procedure document or screenshot outlining badge issuance and tracking.",1,1083,1,1,"2025-03-21 08:15:34.777","2025-03-21 08:15:34.777"
2909,Data Classification and Protection,"Data is classified and protected (e.g., encryption for Confidential data). Example: Restricted areas require additional access logs.

Evidences to attach:
1. Data Classification Snippet: Show a screenshot or sample illustrating data labels/classification.
2. Restricted Area Log: Provide a sample log or screenshot demonstrating additional logging for restricted areas.",1,1084,1,1,"2025-03-21 08:15:34.811","2025-03-21 08:15:34.811"
2910,Multi-Factor Authentication,"Enforces MFA (e.g., biometric plus PIN) for high-security areas. Example: Biometric scanners are used at server room doors.

Evidences to attach:
1. MFA Setup Screenshot: Show how MFA is set up or used for a high-security area.
2. Access Control System Report: Attach a screenshot/snippet confirming MFA is enabled for authorized personnel.",1,1085,1,1,"2025-03-21 08:15:34.840","2025-03-21 08:15:34.840"
2911,Incident Response and Review,"Involves detection, containment, recovery, and post-incident analysis. Example: A root cause analysis is performed after an unauthorized entry.

Evidences to attach:
1. Incident Report Template/Example: Provide a blank or sample incident report form.
2. Post-Incident Analysis: Attach a summary or screenshot of a past incident’s root cause analysis (ensure sensitive details are redacted).",1,1086,1,1,"2025-03-21 08:15:34.867","2025-03-21 08:15:34.867"
2912,Due Diligence and Contract Clauses,"Suppliers must meet security standards and include specific clauses in contracts. Example: ISO 27001 certification is required.

Evidences to attach:
1. Vendor Security Agreement: Attach a sample/excerpt from a contract showing required security clauses.
2. Supplier Certification Proof: Provide a copy/reference to the supplier’s ISO 27001 (or similar) certification.",1,1087,1,1,"2025-03-21 08:15:34.893","2025-03-21 08:15:34.893"
2913,Alternate Work Sites and DR Plans,"Defines RTOs and RPOs, and specifies backup sites. Example: DR plans enable recovery within 4 hours after a disaster.

Evidences to attach:
1. DR Plan Excerpt: Provide a screenshot/excerpt from the Disaster Recovery plan showing RTOs/RPOs.
2. Backup Site Documentation: Attach a summary or agreement detailing the readiness of alternate work sites.",1,1088,1,1,"2025-03-21 08:15:34.925","2025-03-21 08:15:34.925"
2914,Internal and External Audits,"Regular audits verify security controls. Example: Quarterly internal audits and annual external reviews are conducted.

Evidences to attach:
1. Audit Schedule: Provide a calendar/schedule of upcoming audits.
2. Audit Report Sample: Attach a redacted audit report demonstrating how controls are verified.",1,1089,1,1,"2025-03-21 08:15:34.951","2025-03-21 08:15:34.951"
2915,Mandatory Security Training,"Conducts annual training and simulated drills. Example: Fire evacuation drills and access control training sessions are held.

Evidences to attach:
1. Training Attendance Record: Provide a sign-in sheet or screenshot showing training completion.
2. Drill Photos or Summary: Attach photos/summary from a recent drill.",1,1090,1,1,"2025-03-21 08:15:34.977","2025-03-21 08:15:34.977"
2916,Change Management Process,"Formal process for updating policies with executive approval. Example: Annual review led by the CISO with documented changes.

Evidences to attach:
1. Policy Revision Log: Provide a document/screenshot of the revision history.
2. Approval Confirmation: Attach an email or meeting record showing executive sign-off.",1,1091,1,1,"2025-03-21 08:15:35.012","2025-03-21 08:15:35.012"
2917,Regular Audits,"Conducts periodic reviews and audits of security measures. Example: Monthly review of CCTV footage and access logs.

Evidences to attach:
1. CCTV Review Log: Provide a screenshot/snippet indicating when CCTV footage was reviewed.
2. Access Log Review: Attach a brief report/summary showing monthly checks of access logs.",1,1092,1,1,"2025-03-21 08:15:35.057","2025-03-21 08:15:35.057"
2918,Security Logs and Audit Trails,"Maintains logs from access controls and incident reports. Example: Logs are retained for at least one year for audit purposes.

Evidences to attach:
1. Log Retention Policy: Provide a snippet showing logs are kept for at least one year.
2. Sample Audit Trail: Attach an excerpt from an audit trail demonstrating logging practices.",1,1093,1,1,"2025-03-21 08:15:35.099","2025-03-21 08:15:35.099"
2919,CEO and CISO Sign-Off,"Requires final approval from the CEO and CISO. Example: Policy approved during quarterly security review meetings.

Evidences to attach:
1. Signed Approval Document: Provide a scanned/digital copy showing CEO and CISO signatures.
2. Meeting Minutes: Attach an excerpt from meeting minutes where final approval was granted.",1,1094,1,1,"2025-03-21 08:15:35.137","2025-03-21 08:15:35.137"
2920,Business Continuity Manager," Responsible for developing, implementing, and maintaining the business continuity plan. Example: Organizes annual continuity drills.

Evidences to attach:
1. Drill Attendance Record – Provide a sign-in sheet or screenshot showing who participated in the last continuity exercise.
2. BIA Summary – Attach a brief excerpt or screenshot from the latest Business Impact Analysis.",1,1095,1,1,"2025-03-21 08:29:14.829","2025-03-21 08:29:14.829"
2921,Business Continuity Team," A cross-functional team that executes the continuity plan during an incident. Example: Includes reps from IT, HR, Finance, etc.

Evidences to attach:
1. Drill Participation List – Provide a sign-in sheet or screenshot from a recent continuity drill showing team members.
2. BIA Summary – Attach a snippet or screenshot from the latest BIA indicating critical processes the team oversees.",1,1095,1,1,"2025-03-21 08:29:14.860","2025-03-21 08:29:14.860"
2922,Cybersecurity Threats," Identification and mitigation of risks related to cyber attacks. Example: Regular vulnerability scans and phishing awareness training.

Evidences to attach:
1. Exercise/Drill Attendance – Provide a screenshot or sign-in sheet from a cybersecurity tabletop exercise.
2. BIA Excerpt – Include a snippet from the BIA that outlines potential cyber risks and mitigation steps.",1,1096,1,1,"2025-03-21 08:29:14.899","2025-03-21 08:29:14.899"
